timestamp,building,occupancy_percent,temperature_c,daylight_level,current_energy_kwh,flexible_load_kwh,grid_carbon_intensity
2026-08-13 13:00:00,Admin Block,72,29.7,96,57.42,6.28,460
2026-08-13 13:00:00,Innovation Centre,55,28.3,96,92.15,7.62,577
2026-08-13 13:00:00,Hostel Block,84,28.6,100,103.57,18.65,441
2026-08-13 14:00:00,Engineering Block,73,28.0,98,104.6,19.68,571
2026-08-13 14:00:00,Library,32,29.5,85,61.21,9.45,529
2026-08-13 14:00:00,Admin Block,63,27.7,88,56.27,10.56,534
2026-08-13 14:00:00,Innovation Centre,87,28.6,92,93.61,12.86,595
2026-08-13 14:00:00,Hostel Block,80,28.5,97,109.98,14.61,494
2026-08-13 15:00:00,Engineering Block,67,27.6,77,101.77,14.34,498
2026-08-13 15:00:00,Library,82,30.1,75,76.78,11.87,499
2026-08-13 15:00:00,Admin Block,64,27.4,83,63.36,7.64,434
2026-08-13 15:00:00,Innovation Centre,49,28.9,76,76.4,14.62,443
2026-08-13 15:00:00,Hostel Block,80,28.7,72,97.54,8.27,539
2026-08-13 16:00:00,Engineering Block,30,27.9,63,83.61,14.75,446
2026-08-13 16:00:00,Library,62,28.3,72,72.81,13.04,502
2026-08-13 16:00:00,Admin Block,73,28.0,62,58.88,8.98,501
2026-08-13 16:00:00,Innovation Centre,42,27.8,74,82.14,16.36,528
2026-08-13 16:00:00,Hostel Block,55,27.9,67,86.49,12.64,571
2026-08-13 17:00:00,Engineering Block,45,30.9,66,100.57,13.7,569
2026-08-13 17:00:00,Library,52,30.8,65,76.33,7.48,519
2026-08-13 17:00:00,Admin Block,33,30.0,61,55.82,6.87,525
2026-08-13 17:00:00,Innovation Centre,88,28.9,55,91.51,11.85,508
2026-08-13 17:00:00,Hostel Block,84,29.8,66,100.3,19.04,562
2026-08-13 18:00:00,Engineering Block,35,29.3,58,88.95,14.59,446
2026-08-13 18:00:00,Library,48,28.4,58,80.76,12.4,415
2026-08-13 18:00:00,Admin Block,65,31.0,50,65.22,6.23,422
2026-08-13 18:00:00,Innovation Centre,86,29.4,55,89.94,17.6,419
2026-08-13 18:00:00,Hostel Block,67,30.5,58,97.42,9.76,579
2026-08-13 19:00:00,Engineering Block,24,31.4,37,91.44,9.37,427
2026-08-13 19:00:00,Library,31,31.4,35,60.56,11.55,531
2026-08-13 19:00:00,Admin Block,54,31.3,43,61.58,8.71,482
2026-08-13 19:00:00,Innovation Centre,73,29.6,34,85.36,7.03,582
2026-08-13 19:00:00,Hostel Block,51,29.1,33,85.85,9.34,538
2026-08-14 08:00:00,Engineering Block,63,25.7,45,98.42,17.31,576
2026-08-14 08:00:00,Library,53,28.2,49,77.3,14.63,487
2026-08-14 08:00:00,Admin Block,23,26.3,43,58.79,9.64,466
2026-08-14 08:00:00,Innovation Centre,81,27.3,57,100.69,17.53,538
2026-08-14 08:00:00,Hostel Block,38,26.8,47,83.87,15.65,404
2026-08-14 09:00:00,Engineering Block,45,26.7,54,99.85,9.76,457
2026-08-14 09:00:00,Library,42,27.6,55,71.97,6.52,450
2026-08-14 09:00:00,Admin Block,49,26.7,65,57.24,7.5,600
2026-08-14 09:00:00,Innovation Centre,90,27.5,52,99.6,15.89,574
2026-08-14 09:00:00,Hostel Block,49,26.2,64,98.22,17.4,547
2026-08-14 10:00:00,Engineering Block,24,29.0,71,82.78,16.14,458
2026-08-14 10:00:00,Library,39,26.2,66,64.85,5.4,581
2026-08-14 10:00:00,Admin Block,53,28.1,72,66.29,11.79,543
2026-08-14 10:00:00,Innovation Centre,54,26.8,67,84.61,12.29,586
2026-08-14 10:00:00,Hostel Block,81,28.2,71,104.92,9.03,430
2026-08-14 11:00:00,Engineering Block,83,27.5,87,112.95,21.63,539
2026-08-14 11:00:00,Library,42,26.4,84,68.99,12.1,459
2026-08-14 11:00:00,Admin Block,78,28.5,75,70.98,13.98,546
2026-08-14 11:00:00,Innovation Centre,77,28.6,84,95.83,14.63,425
2026-08-14 11:00:00,Hostel Block,85,26.7,76,100.8,17.62,566
2026-08-14 12:00:00,Engineering Block,28,29.3,92,82.12,9.83,464
2026-08-14 12:00:00,Library,59,28.8,94,75.41,14.88,401
2026-08-14 12:00:00,Admin Block,47,27.4,85,64.54,10.06,460
2026-08-14 12:00:00,Innovation Centre,47,28.8,86,87.68,14.4,593
2026-08-14 12:00:00,Hostel Block,92,29.4,86,110.54,13.57,462
2026-08-14 13:00:00,Engineering Block,54,29.3,97,106.31,19.69,484
2026-08-14 13:00:00,Library,22,29.3,98,59.54,10.82,536
2026-08-14 13:00:00,Admin Block,86,28.1,100,61.81,8.27,503
2026-08-14 13:00:00,Innovation Centre,51,27.7,100,84.39,7.16,461
2026-08-14 13:00:00,Hostel Block,61,26.9,98,94.66,14.16,593
2026-08-14 14:00:00,Engineering Block,24,29.0,87,88.54,11.02,579
2026-08-14 14:00:00,Library,71,27.7,92,76.62,14.1,425
2026-08-14 14:00:00,Admin Block,44,28.3,90,52.01,6.62,504
2026-08-14 14:00:00,Innovation Centre,60,29.0,97,86.46,8.02,600
2026-08-14 14:00:00,Hostel Block,74,28.6,89,103.91,17.1,510
2026-08-14 15:00:00,Engineering Block,30,29.5,76,96.81,12.8,465
2026-08-14 15:00:00,Library,90,29.8,77,90.84,16.91,401
2026-08-14 15:00:00,Admin Block,49,29.6,78,60.47,11.56,434
2026-08-14 15:00:00,Innovation Centre,85,28.5,77,98.26,12.77,453
2026-08-14 15:00:00,Hostel Block,65,28.6,79,101.4,18.82,417
2026-08-14 16:00:00,Engineering Block,48,30.6,66,104.45,13.82,404
2026-08-14 16:00:00,Library,88,27.7,76,92.53,9.31,508
2026-08-14 16:00:00,Admin Block,69,29.2,72,61.38,6.27,563
2026-08-14 16:00:00,Innovation Centre,76,27.9,75,93.66,9.45,598
2026-08-14 16:00:00,Hostel Block,47,30.3,77,95.78,18.61,530
2026-08-14 17:00:00,Engineering Block,51,29.3,54,94.02,18.09,530
2026-08-14 17:00:00,Library,74,29.5,53,75.59,13.3,413
2026-08-14 17:00:00,Admin Block,54,28.8,68,61.75,7.89,540
2026-08-14 17:00:00,Innovation Centre,77,28.5,64,84.78,12.1,567
2026-08-14 17:00:00,Hostel Block,76,28.7,61,101.54,16.3,485
2026-08-14 18:00:00,Engineering Block,41,30.6,53,100.84,19.84,503
2026-08-14 18:00:00,Library,47,29.8,47,80.98,7.0,493
2026-08-14 18:00:00,Admin Block,68,30.3,54,59.37,5.44,527
2026-08-14 18:00:00,Innovation Centre,57,29.5,45,88.48,11.91,590
2026-08-14 18:00:00,Hostel Block,44,29.1,47,95.06,10.13,465
2026-08-14 19:00:00,Engineering Block,20,31.4,38,90.76,10.0,461
2026-08-14 19:00:00,Library,30,31.0,42,67.12,11.91,538
2026-08-14 19:00:00,Admin Block,21,30.0,46,47.37,4.06,582
2026-08-14 19:00:00,Innovation Centre,42,28.6,37,85.51,7.43,519
2026-08-14 19:00:00,Hostel Block,90,31.2,34,111.73,9.0,556
